school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,18,4,4,2,1,0,2,3,3,1,1,1,0,6
GP_1,F,U,GT3,T,at_home,at_home_at_home_school_1,yes,no,no,yes,no,17,3,2,1,1,0,2,3,3,2,2,3,0,20
GP,M,"R, activities is yes",GT3,T,other,other,yes,no,no,yes,yes,16,4,2,1,1,0,2,4,4,1,2,5,1,10
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,17,2,2,1,2,0,4,4,2,1,1,4,0,12
GP,F,U,LE3,T,services,services,no,yes,yes,yes,yes,16,2,3,1,1,0,4,3,2,4,2,5,0,11
GP,F,U_index_level_0_0,GT3,T,other,other,yes,no,no,yes,yes,17,3,3,1,1,0,4,4,3,2,2,5,0,15
GP_0,M,U,GT3,T,other,other,yes,no,no,yes,yes,19,1,1,1,2,0,4,5,3,1,1,4,0,1
GP,F,U,LE3,T,other,services,no,no,no,yes,yes,15,3,4,2,1,0,4,1,2,3,1,4,0,17
GP,F,U_index_level_0,L2,T,other,other,yes,no,no,yes,yes,18,2,2,3,3,0,2,4,2,2,2,4,4,13
GP,F,U_index_level_0,GT3,T,other,other,yes,yes,yes,yes,yes,14,3,4,1,3,0,4,3,3,1,1,5,0,0
GT3,F,U,LE3,"T, activities is yes",other,other,yes,yes,yes,yes,yes,18,3,2,2,4,0,4,3,5,2,2,5,0,15
GP,F,R,GT3,T,other,other,yes,yes,no,yes,no,16,3,1,1,1,0,1,2,2,3,1,2,0,1
GP,F,U,LE3,T,other,other,no,no,no,yes,yes,15,3,4,1,4,2,4,4,2,5,1,4,2,10
GP,M_3,U,GT3,T,other,other,yes,no,yes,"yes, famsup is yes, failures is 0",yes,17,2,2,1,2,1,3,3,2,2,2,5,0,16
GP,M,U,GT3,T,services_index_level_0,services_index_level_0,yes,yes,no,yes,yes,18,2,4,1,1,0,4,2,1,2,2,4,1,13
GP,F,U,GT3,"T, traveltime is 1, activities is yes",services,services,yes,no,no,yes,yes,15,4,3,1,1,0,4,2,4,1,1,4,3,13
GP,M,U_0,GT3,T,other,services,yes,yes,yes,yes,yes,15,2,2,1,1,0,4,1,3,1,2,4,2,16
GP,F,U,GT3,T,services,services,no,yes,no,yes,yes,18,3,1,1,2,0,5,2,1,4,2,4,0,13
GP,M,U_0,GT3,T,other,other,yes,yes,no,yes,yes,18,3,3,1,1,0,3,4,4,2,2,4,2,12
GP,M,U,LE3,T,other_0,other_0,yes,no,yes,yes,yes,15,2,2,1,1,0,5,2,3,1,1,4,0,12
GP,"F, Mjob is other",U,GT3,T,other,other,yes,yes,no,yes,yes,15,3,3,1,2,0,3,1,2,3,3,5,0,21
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,17,1,2,1,1,0,4,4,2,1,1,1,1,1
GP,F,U,GT3,"T, famrel is 4",teacher_status_index_0,other,"no, studytime is 1",yes,yes,yes,yes,16,3,4,1,1,0,3,1,4,2,2,2,3,7
GP,F,U,GT3,T,other,health,yes,yes,yes,yes,yes,17,2,1,1,1,0,4,5,3,1,2,4,1,13
GP,F,U,GT3,T,health,other,no,no,yes,yes,yes,14,2,3,1,2,0,3,4,3,1,2,5,3,11
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,18,2,2,2,2,0,2,4,2,1,2,4,6,8
GP,M,R,GT3,T,other,other,no,no,yes,yes,yes,14,1,4,2,2,0,3,4,3,1,1,5,1,1
GP,"M, activities is no",U_level_0,GT3,T,other,other,yes,yes,no_index_level_0,yes,yes,16,3,2,1,1,0,3,4,2,2,2,4,2,10
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,18,1,3,2,1,0,3,4,1,4,2,5,0,10
GP,F,R,GT3,T,other,other,no,no,yes,yes,yes,16,1,4,2,1,0,4,2,2,2,1,3,0,10
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,1,1,1,2,0,4,4,1,1,4,3,3,19
GP,M,U,GT3,T,services,services,yes,yes,no,yes,yes,16,3,3,2,2,0,4,4,4,2,4,4,0,5
GP,F,U,LE3,T,other,other,no,no,no,yes,yes,15,4,4,2,4,0,3,5,3,4,4,3,0,2
GP,F,U,LE3,T,other,other,yes_index_level is 100,no,no,yes,yes,16,4,4,1,2,0,4,3,4,2,1,4,1,14
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,15,1,1,3,1,0,4,2,1,3,1,4,0,0
GP,M,U,GT3,T,other,services,yes,no,no,yes,yes,18,3,3,3,2,0,4,4,4,1,4,5,0,4
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,15,1,3,1,1,0,4,2,2,1,1,4,0,3
GP,F,U,GT3,T,services,services,no,no,yes,yes,yes,16,3,3,2,2,0,5,3,3,3,2,1,0,10
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,3,1,3,0,4,4,2,2,1,3,14,1
GP,M,U,LE3,T,other,other,yes,no,no,yes,yes,17,2,2,1,1,0,4,3,2,1,1,3,0,4
GP,F but Mjob is services,U,GT3,T,services,services,yes,no,no,yes,no,16,5,3,1,1,0,4,3,3,1,1,5,0,13
"GP, activities is no",F,U,LE3,T,other,services,yes,no,no,yes,yes,17,1,1,1,3,0,4,4,2,2,2,3,0,15
GP,M_1,U_0,GT3,T,at_home,at_home,no,yes,yes,yes,yes,17,4,3,1,1,0,4,4,5,1,1,5,4,13
GP,M,U,GT3,T,services,services,yes,no,no,yes,yes,15,4,4,2,1,0,3,3,1,1,1,5,0,7
GP,F,U_index_level_0,GT3,T,other_index_level_0_0,other,no_0,no,no,yes,yes,16,1,1,2,2,0,3,4,3,3,1,4,0,11
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,17,4,2,2,2,0,4,3,4,1,1,3,0,6
GP,F,U,GT3,T_0,other,other,yes,no,no,yes,no,17,4,4,1,1,1,4,2,4,3,1,4,3,18
"GP, internet is yes",M,U,GT3,T,other,other,no,no,no,yes,yes,16,3,2,2,2,0,4,4,2,1,1,4,3,9
GP,M,U_1,GT3,T,other_level_0,other_level 1,yes,yes,no,yes,yes,17,4,4,2,2,0,4,4,2,1,1,2,0,13
GP,F,U,GT3,T,other,services,yes,yes,no_index_level_0,yes,yes,18,4,4,2,1,0,4,2,4,2,2,4,0,9
GP,M,U,LE3,T,other,other,yes,no,yes,yes,yes,16,4,2,1,2,0,3,3,1,1,3,5,0,9
GP,M,U_status_0,GT3,T,other_index_level is A,other_index_level is 3,yes,yes,yes,yes,yes,16,3,2,2,1,0,4,3,2,4,1,5,0,4
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,16,1,1,1,1,0,4,4,1,2,1,4,0,12
GP,F,U,GT3,T,other,services,no,yes,no,yes,yes,17,3,3,2,1,0,4,4,1,2,2,4,0,11
GP,F,U,GT3,T,other,other,yes,no,"no, G3 is 6, failures is 1",yes,yes,18,4,5,1,1,0,5,3,4,2,4,5,0,3
GP,F,U,LE3,T,services,other,yes,no,no,yes,yes,17,1,1,1,2,0,4,5,2,1,1,4,0,0
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,1,1,1,4,0,4,5,1,1,1,4,2,19
GP,F,U,GT3,T,at_home,other,no_0,yes,no,yes,no,18,1,3,1,1,0,3,1,3,1,1,5,2,10
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,16,4,4,1,1,0,4,1,4,3,3,2,1,8
"GP, failures is 0",M,U,GT3,T,other,other,no,no,yes,yes,yes,17,2,2,2,1,0,3,5,3,1,1,4,0,3
GP,M,U,GT3,T,services,services,yes,yes,yes,yes,yes,16,4,4,2,1,0,4,3,1,2,3,4,0,10
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,2,2,1,1,0,4,4,1,1,5,4,0,10
"GP, Fjob is other, work is no",F,U,LE3,T,services,services,no,yes,yes,yes,yes,18,4,4,2,2,0,4,4,2,3,4,5,0,0
GP,F,U,LE3,T,services,other,yes,no,yes,yes,yes,17,3,4,1,1,0,4,1,3,4,3,4,0,16
GP,M,U,LE3,T,other,"other, activities is still",yes,no,yes,yes,yes,16,4,3,2,1,0,4,3,3,2,3,2,1,9
GP,F,U,GT3,T,services,services_level_0,no,yes,no,yes,yes,17,2,2,1,0,0,1,3,1,1,1,2,0,7
GP,M,U,LE3,T,services,other,no,yes,no,yes,yes,16,2,4,2,1,0,3,3,2,3,2,5,4,17
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,2,2,1,2,0,5,3,2,2,3,4,10,4
GP_level,F,U,GT3,T,other,other,no,yes,no,yes,yes,17,3,1,3,1,0,3,4,3,3,1,4,3,13
GP,F,U,GT3,T,at_home,at_home_school,yes,no,no,yes,yes,16,2,4,1,3,0,4,3,2,4,1,2,0,15
GP,F,U,GT3,T,at_home_level_0,at_home_1,no,yes,no,yes,yes,18,4,3,2,4,0,2,3,3,1,1,4,16,7
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,2,2,1,2,0,4,3,3,2,4,4,0,8
GP,M_1,U,T,T,other,other,yes,yes,no,yes,yes,18,4,4,1,3,2,4,1,3,3,4,3,0,10
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,2,5,5,0,3,5,2,2,1,4,0,12
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,18,3,3,2,2,0,5,1,1,1,3,2,0,17
GP,F,U,GT3,T,services_level_0,other,no,no,no,yes,yes,16,1,4,3,3,0,3,4,2,2,1,4,0,10
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,16,2,2,1,1,0,4,4,2,2,1,4,0,11
GP,M,U,LE3,T,other,other,yes,no,no,yes,yes,16,4,4,2,2,0,2,2,5,2,3,4,0,11
GP,M,U,GT3,T,other,other,"yes, Fjob is services",no,no,yes,yes,15,1,2,1,2,0,2,4,4,1,1,4,0,14
GP,"M, activities is no",R,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,4,2,2,0,4,5,1,1,2,3,0,11
GP_0,F,U,GT3,T,other,other,yes,yes,yes,yes,no,16,2,3,2,3,0,2,4,4,1,2,3,0,10
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,4,4,1,1,0,3,5,3,3,1,4,0,11
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,18,4,3,2,1,0,3,1,3,3,1,2,0,10
GP,M,U,GT3,T,services,other,yes,yes,yes,yes,yes,18,4,4,1,1,0,4,2,3,1,4,7,0,12
GP_0,M,U,GT3,T,other,other,yes,yes,no,yes,yes,15,4,4,1,4,0,4,4,3,1,2,4,0,10
GP,F,U,LE3,T,other,other,yes,yes,no_index_level_0,yes,no,15,2,2,2,3,0,3,4,3,1,2,4,3,13
GP,M,U,GT4,T,other,services,yes,no,yes,yes,no,18,4,3,2,2,0,3,4,3,1,2,3,4,12
