school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,18,2,2,2,1,0,4,3,4,2,1,5,30,6
GP,M,"U, famrel is 2, goout is 3, paid is no, activities is yes, famsup is yes",GT3,T,other,health,no,no,yes,yes,yes,18,2,2,1,2,0,1,1,4,1,1,5,3,13
GP,M,U,GT3,T,services,services,yes,yes,yes,yes,yes,16,3,3,1,3,0,4,4,3,1,2,5,4,0
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,18,4,1,1,1,0,4,5,1,1,1,3,6,15
GP,F,U,GT3,T,services,services,yes,yes,yes,yes,yes,15,4,3,2,2,0,3,4,2,1,3,5,4,0
GP,F,U,GT3,T,other,other,yes,yes,yes,"yes, school is GP, G3 is 9, medu is 3, famsup is yes, failures is 0",yes,17,4,4,2,1,0,5,4,3,1,2,4,18,8
GP,M,U,"GT3, studytime is 2, health is 4, goout is 3, failures is 0, school is GP, Pstatus is T",T,other,other,yes,no,yes,yes,yes,20,3,3,1,2,0,4,3,4,1,2,3,5,21
GP,F,U,GT3,T,services,services,yes,no,yes,yes,yes,17,4,3,1,2,0,3,3,4,1,3,3,0,12
GP,M,U,GT3,T,health,related,yes,yes,yes,yes,"yes, Pstatus is T, failures is 0",17,1,3,2,2,0,4,3,3,1,1,3,4,11
GP,F,"U, Mjob is services, failures is 0",GT3,T,other,other,yes,no,"yes, school is GP, Mjob is services, failures is 0, failures is 0",yes,yes,18,2,2,2,2,0,4,2,5,1,3,5,0,8
GP,M,U,GT3,T,other,services,yes,no,yes,yes,yes,18,4,4,1,2,0,3,4,3,1,1,3,0,15
GP,F,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,16,2,3,1,2,0,4,4,4,2,1,2,4,11
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,5,2,1,1,0,2,4,3,2,1,5,0,11
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,19,3,4,1,2,0,4,3,3,1,3,5,0,1
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,4,1,1,2,0,2,3,2,1,1,2,0,15
"GP, famsize is GT3, Walc is 3, G3 is 10, Pstatus is T, failures is 0","M, Walc is 2, Fedu is 4, failures is 0",U,GT3,T,other,other,yes,no,no,yes,"yes, school is GP, failures is 0",17,4,4,1,1,0,4,3,3,2,2,2,5,5
GP,M,U,"GT3, Pstatus is T, famsup is yes, famsup is no, failures is 0",T,other,other,yes,no,yes,yes,yes,16,4,4,1,2,0,4,2,3,1,1,5,2,17
GP,F,U,GT3,T,teacher,other,yes,no,no,yes,yes,17,4,4,1,1,0,4,2,4,1,1,2,2,9
GP,F,U,GT3,T,other,other,no,yes,no,yes,yes,17,1,2,1,2,0,4,5,3,2,2,5,3,12
GP,M,U,LE3,T,other,services,yes,no,no,yes,yes,15,3,3,1,1,0,4,4,4,1,1,2,0,8
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,19,3,3,2,2,0,4,2,3,2,1,4,0,12
GP,M,U,GT3,GT3,at_home,at_home,yes,yes,yes,yes,yes,18,4,3,1,1,1,4,4,3,1,3,5,2,12
GP,M,U,GT3,T,services,other,no,yes,yes,yes,yes,16,1,2,1,1,0,4,3,2,1,1,5,4,11
GP,M,U,GT3,T,services,other,yes,yes,no,yes,yes,16,1,1,1,1,0,4,3,2,1,2,5,3,8
GP,F,U,GT3,T,at_home,"services, failures is 0",yes,no,yes,yes,yes,18,2,2,1,1,0,4,3,4,1,1,2,0,0
GP,M,R,GT3,T,other,other,"yes, failures is 0",yes,no,yes,yes,17,3,1,2,2,0,4,3,2,1,2,4,7,9
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,15,3,3,1,1,0,1,3,2,1,1,3,10,8
"GP, Walc is 1, famsize is GT3, G3 is 10, activities is yes, failures is 0",F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,1,2,1,2,0,4,4,4,1,1,5,2,11
GP,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,15,4,3,1,2,0,4,4,4,1,1,2,5,11
GP,M,U,LE3,T,at_home,at_home,"yes, failures is 0",no,no,"yes, internet is yes, failures is 0",yes,17,4,4,5,1,0,5,3,4,3,2,5,0,10
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,2,1,1,0,4,1,3,1,1,5,8,12
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,1,1,2,1,0,4,3,2,1,2,5,0,5
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,16,4,3,1,1,0,4,3,3,1,1,5,0,6
GP,F,U,GT3,T,health,other,no,no,no,yes,yes,17,2,2,1,2,0,4,2,4,1,1,2,2,12
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,15,1,2,1,1,0,4,3,3,1,2,5,1,14
GP,M,U,LE3,T,other,services,no,yes,yes,yes,yes,15,1,1,1,2,0,5,4,3,1,1,4,8,20
GP,F,U,GT3,T,health,other,yes,no,no,yes,yes,17,4,4,1,1,0,4,3,3,2,4,5,1,12
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,4,4,1,2,0,4,3,3,1,2,4,0,8
GP,M,U,GT3,T,teacher,teacher,yes,yes.Medu is 3,no,yes,yes,16,3,3,1,2,0,4,3,4,1,1,5,4,15
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,1,1,2,1,0,4,3,3,1,1,4,0,14
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,2,4,1,3,0,4,3,5,1,1,5,3,15
GP,F,"U, failures is 0",GT3,T,services,health,yes,yes,no,yes,yes,18,3,2,1,2,0,4,4,2,1,4,6,0,10
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,1,2,1,3,1,4,4,3,1,1,5,1,15
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,2,1,1,0,4,3,4,1,1,3,0,19
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,3,3,4,2,0,3,3,3,1,1,5,4,11
GP,M,U,GT3,T,other,other,no,yes,yes,yes,yes,17,4,2,1,1,0,4,4,4,1,2,4,4,15
GP,F,U,GT3,T,teacher,teacher,no,yes,yes,yes,yes,17,3,3,1,2,0,4,3,3,1,1,5,8,9
GP,F,U,GT3,T,other,other,"no, failures is 0",no,no,yes,yes,16,1,1,1,1,0,3,4,3,1,1,5,1,14
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,16,3,3,1,3,1,4,2,3,1,1,5,0,11
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,2,1,1,0,4,3,4,4,3,3,3,15
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,18,1,1,1,2,0,4,2,1,1,1,3,5,10
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,18,1,1,1,2,0,5,2,3,1,2,3,0,9
GP,A,U,GT3,"T, goout is 2, Dalc is 1, failures is 0",other,other,no,no,no,yes,yes,19,2,2,1,2,0,4,3,3,1,1,2,11,16
GP,M,U,GT3,T,services,other,yes,yes,no,yes,yes,15,5,5,1,2,0,4,3,4,1,1,5,4,15
GP,M,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,15,2,2,1,1,0,4,3,3,2,1,5,0,8
GP,F,U,GT3,T,other,other,no,yes,yes,yes,yes,18,3,3,1,1,0,4,2,3,1,2,2,5,11
GP,M,U,GT3,T,other,at_home,no,yes,yes,yes,yes,16,3,4,1,1,0,4,4,4,2,1,5,12,11
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,2,2,1,1,0,4,4,1,1,1,5,0,13
GP,M,U,GT3,T,at_home,"other, goout is 2, freetime is 2, G3 is 13, age is 15, higher is yes, failures is 0",yes,no,yes,yes,yes,15,1,2,2,3,0,4,3,1,1,1,5,6,12
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,16,3,3,1,1,0,4,3,5,1,1,3,2,3
GP,F,U,GT3,T,other,services,yes,yes,no,yes,yes,18,2,2,1,2,0,4,4,1,3,4,5,4,8
GP,F,U,LE3,T,services,health,yes,yes,yes,yes,yes,17,4,3,2,1,3,4,3,2,1,2,3,2,10
GP,F,U,GT3,T,other,services,no,yes,yes,no,yes,18,2,1,1,2,0,4,3,5,1,1,3,0,12
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,3,3,1,1,0,3,3,4,1,1,5,2,12
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,2,2,2,2,3,4,1,4,1,3,5,0,12
GP,M,R,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,15,2,4,2,1,0,4,3,4,1,3,3,0,13
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,16,1,1,1,2,0,3,2,3,4,3,5,47,8
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,2,2,1,3,0,4,2,4,1,1,3,0,10
GP,F,U,GT3,T,services,other,yes,no,yes,yes,yes,16,2,1,1,1,0,4,3,3,1,1,4,0,11
GP,F,U,GT3,T,at_home,other,no,yes,no,yes,yes,18,4,5,1,2,0,4,2,3,1,1,5,0,11
GP,F,U,GT3,T,other,other,no,no,yes,"yes, failures is 0",yes,16,2,2,1,1,0,4,5,4,1,2,5,1,15
GP,M,U,LE3,T,services,other,no,yes,yes,yes,yes,18,2,1,1,2,0,3,5,1,1,1,1,6,11
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,16,4,4,2,2,0,4,4,2,1,1,4,0,15
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,"yes, activities is yes, Fjob is other, Mjob is other, freetime is 4, school is GP, failures is 0",15,1,4,1,2,0,4,4,3,1,2,5,2,10
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,18,2,4,1,3,0,5,3,2,1,1,5,1,11
"GP, failures is 0",M,U,GT3,T,other,services,yes,yes,no,yes,yes,15,4,4,1,2,0,4,5,5,1,2,5,4,10
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,2,1,1,2,0,4,3,3,1,1,4,11,14
GP,M,U,GT3,T,services,services,yes,yes,no,yes,yes,18,2,2,1,2,0,3,2,4,1,1,5,5,11
GP,F,U,LE3,T,other,other,yes,"no, sex is M, failures is 0","yes, paid is yes, goout is 3, failures is 0",yes,yes,16,2,1,1,3,0,4,3,4,1,1,4,4,11
GP,M,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,18,2,3,2,1,0,5,3,5,1,2,5,5,15
