school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,R,GT3,T,other,other,yes,yes,no,yes,yes,18,1,1,1,2,0,4,4,5,1,1,5,5,9
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,15,4,2,3,2,0,4,4,4,1,1,4,0,11
GP,F,U,GT3,T,other,other,no,no,no,yes,no,18,1,1,1,2,0,5,3,5,3,3,5,0,10
GP,F,U,GT3,T,services,services,yes,yes,no,yes,yes,16,4,3,1,3,0,4,5,3,1,2,5,8,12
GP,F,U,LE3,T,other,other,yes,yes,yes,yes,yes,16,2,2,1,1,0,4,4,3,1,2,4,1,16
GP,M,U,LE3,T,other,other,yes,yes,yes,yes,yes,17,2,2,1,2,0,3,3,4,1,2,5,0,9
GP,F,U,LE3,T,other,other,yes,no,no,yes,yes,16,2,2,1,2,0,5,4,3,1,1,5,5,11
GP,F,U,GT3,T,services,other,yes,no,no,no,yes,15,2,1,1,1,0,4,4,2,1,3,1,0,10
GP,M,R,GT3,T,other,other,no,no,no,yes,yes,18,2,2,1,2,1,4,2,4,2,2,5,9,0
MS,F,U,LE3,T,services,services,no,yes,yes,no,yes,16,3,3,1,3,0,5,2,3,1,1,5,0,12
GP,F,U,LE3,T,other,other,yes,yes,yes,yes,yes,18,1,1,2,1,0,4,3,2,1,1,3,0,11
GP,M,R,GT3,T,services,services,yes,yes,no,yes,yes,17,2,3,1,2,0,4,5,4,1,5,3,0,13
GP,F,U,LE3,T,teacher,other,yes,yes,no,yes,yes,17,2,2,1,1,0,5,2,4,1,1,5,0,13
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,17,3,3,1,2,0,4,3,4,1,1,5,0,10
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,17,3,1,1,1,0,4,3,2,1,1,4,0,9
GP,M,U,GT3,T,teacher,other,no,yes,no,yes,yes,17,3,2,1,3,0,4,4,3,1,1,5,0,12
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,18,3,2,1,2,0,3,3,4,1,1,5,16,16
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,17,4,4,1,1,0,4,3,3,2,3,3,0,10
GP,F,U,LE3,T,other,other,no,no,no,yes,yes,18,3,2,2,2,2,5,3,3,3,3,2,0,15
GP,F,U,LE3,T,services,other,yes,no,yes,yes,yes,17,2,1,1,2,0,3,3,4,2,1,4,2,12
GP,M,U,LE3,T,other,other,yes,no,yes,yes,yes,16,1,1,1,2,0,4,2,5,1,2,4,14,9
GP,M,U,GT3,T,services,services,yes,yes,yes,yes,yes,17,2,2,1,2,0,5,3,5,1,2,4,0,14
GP,F,U,GT3,T,teacher,teacher,no,no,yes,yes,no,15,2,2,1,1,0,3,3,2,1,1,3,0,12
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,17,2,3,1,2,0,5,4,4,1,1,5,0,10
GP,F,R,GT3,T,at_home,other,yes,no,yes,yes,yes,18,4,3,1,1,0,4,3,5,1,3,2,8,10
GP,M,U,GT3,T,services,other,yes,no,yes,yes,yes,17,2,1,2,1,0,4,2,4,1,1,1,4,11
GP,F,U,GT3,T,health,other,yes,no,yes,yes,yes,18,2,2,1,1,2,4,3,3,2,1,3,0,11
GP,F,R,GT3,T,services,other,no,yes,no,yes,yes,17,2,2,2,1,0,3,3,4,1,1,5,0,11
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,18,1,1,1,2,0,5,3,3,1,1,5,0,14
GP,F,R,GT3,T,other,other,yes,no,no,yes,yes,15,4,4,1,4,0,4,4,3,2,5,1,12,10
GP,F,"U, failures is 0",GT3,T,other,other,yes,yes,yes,yes,yes,17,2,2,1,4,0,4,3,3,1,3,1,0,16
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,16,1,1,1,1,0,4,4,2,1,1,3,2,10
GP,M,U,LE3,T,other,services,no,no,no,yes,yes,18,2,3,2,2,1,4,3,3,1,1,3,0,11
GP,F,R,LE3,T,services,at_home,yes,no,yes,yes,yes,17,3,2,1,1,0,4,4,3,3,3,5,5,10
GP,F,U,LE3,T,services,other,yes,yes,no,yes,yes,19,3,4,2,2,0,5,2,3,1,1,5,0,14
GP,M,R,LE3,T,services,other,yes,yes,no,yes,yes,17,4,4,1,2,0,3,4,1,1,1,1,0,10
GP,"F, failures is 0",R,LE3,T,other,other,no,no,yes,yes,yes,17,2,2,1,1,0,5,3,4,1,1,5,2,11
GP,M,U,GT3,T,services,services,yes,yes,yes,yes,yes,15,3,2,1,1,0,5,3,3,3,5,5,9,11
GP,F,U,GT3,T,services,services,no,no,yes,yes,yes,19,2,2,1,2,0,3,3,3,1,2,3,1,16
GP,F,U,LE3,T,other,services,yes,yes,no,yes,yes,18,2,1,1,2,0,2,3,2,1,1,3,0,10
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,3,3,1,1,0,5,2,3,1,2,5,9,12
MS,M,U,"LE3, internet is no",T,services,teacher,yes,no,no,yes,yes,17,4,3,2,1,0,5,3,4,1,1,5,0,10
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,3,2,1,3,1,3,3,4,1,2,5,4,16
GP,F,U,GT3,T,services,services,no,no,no,yes,yes,15,3,2,1,2,0,4,3,3,1,1,3,0,9
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,15,3,3,1,2,0,4,1,4,1,1,3,0,14
GP,F,U,LE3,T,at_home,services,yes,no,no,yes,yes,17,2,2,1,1,0,3,3,2,1,1,5,0,10
GP,F,R,GT3,T,health,teacher,no,yes,yes,yes,yes,16,1,1,2,2,0,3,2,4,1,2,5,0,13
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,17,1,1,1,2,0,3,4,4,1,1,3,1,14
GP,F,R,GT3,T,other,other,no,no,yes,yes,yes,18,4,2,1,2,0,5,4,4,2,2,4,0,14
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,2,1,1,0,4,3,4,1,1,4,2,9
GP,M,R,GT3,T,other,other,yes,yes,yes,yes,yes,18,2,2,1,2,0,3,5,2,1,4,4,0,11
GP,M,U3,GT3,T,other,other,no,yes,yes,yes,yes,16,4,4,1,2,0,4,3,5,1,2,5,0,10
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,17,4,3,1,1,0,5,4,3,2,3,1,26,12
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,2,3,1,2,0,5,2,3,1,1,5,11,11
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,1,1,1,1,0,4,2,3,1,1,2,4,11
GP,M,U,LE3,T,services,health,no,yes,no,yes,yes,17,4,3,1,2,0,4,3,4,1,3,3,0,10
GP,M,U,GT3,T,health,other,yes,no,yes,yes,yes,16,1,1,1,1,0,4,4,5,1,1,5,0,17
GP,F,R,GT3,T,other,services,yes,no,yes,yes,yes,16,4,1,1,2,0,5,3,4,1,1,5,13,10
GP,M,R,GT3,T,services,other,yes,yes,yes,yes,yes,17,4,4,1,1,0,3,5,5,1,1,5,3,11
GP,M,R,GT3,T,services,other,yes,no,no,yes,yes,17,4,4,1,1,0,3,3,3,1,4,5,0,11
GP,M,U,GT3,T,teacher,other,yes,no,yes,yes,yes,15,3,3,1,2,0,4,2,3,1,1,3,1,8
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,15,4,4,1,2,0,4,3,3,1,1,5,0,12
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,18,5,5,1,2,0,4,1,4,2,1,3,19,11
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,18,2,3,1,3,0,4,2,2,1,1,4,4,10
GP,M,R,LE3,T,other,teacher,yes,no,yes,yes,yes,16,5,4,1,1,1,4,3,4,1,2,5,4,10
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,18,2,2,1,2,0,5,2,4,1,1,10,12,10
GP,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,17,2,2,2,2,0,5,3,3,1,2,5,10,11
GP,F,U,LE3,T,teacher,at_home,no,yes,yes,yes,yes,16,4,4,1,1,0,4,3,3,2,5,5,4,10
