school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,U,GT3,T,at_home,at_home,yes,no,no,yes,yes,16,3,3,1,1,0,4,3,3,1,1,3,16,10
MS,M,U,LE3,T,at_home,other,yes,yes,no,yes,yes,18,4,1,1,2,0,4,3,4,2,3,4,0,10
GP,M,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,18,3,2,1,1,0,4,3,4,2,3,4,0,10
GP,M,R,GT3,A,services,at_home,yes,no,no,yes,yes,18,4,4,1,2,0,4,3,3,2,5,5,3,13
GP,M,U,GT3,T,at_home,health,yes,yes,yes,yes,yes,16,3,4,3,1,0,4,3,3,1,2,3,4,13
GP,M,U,GT3,T,other,at_home,no,no,no,yes,yes,18,4,1,1,3,1,4,5,3,1,2,3,2,10
GP,F,R,GT3,T,services,at_home,yes,yes,no,yes,yes,17,2,2,1,3,0,4,4,5,1,1,1,2,10
GP,M,U,GT3,T,other,at_home,yes,no,no,yes,yes,17,2,2,1,1,0,3,4,2,1,1,3,0,0
GP,M,U,GT3,T,at_home,at_home,yes,no,no,yes,yes,16,4,3,1,3,0,4,4,2,1,3,4,2,11
MS,F,U,GT3,T,at_home,at_home,yes,no,no,yes,no,17,4,4,1,3,0,4,3,3,1,3,1,0,0
GP,M,U,GT3,T,at_home,at_home,yes,no,yes,yes,yes,18,4,3,1,2,0,4,3,4,2,4,5,4,12
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,15,2,2,2,2,0,3,3,3,1,1,3,6,11
GP,F,U,GT3,T,other,other,yes,no,no,yes,no,18,3,3,1,2,0,4,4,2,1,4,4,0,9
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,15,1,1,1,2,0,4,2,2,1,1,5,4,9
GP,F,U,GT3,T,at_home,services,yes,yes,no,yes,yes,17,3,4,1,2,0,4,2,2,1,1,5,0,11
GP,M,U,LE3,T,at_home,other,yes,yes,no,yes,yes,16,4,2,1,2,0,4,4,3,1,1,5,10,8
GP,M,R,GT3,T,at_home,at_home,no,no,no,yes,yes,17,4,4,1,2,0,4,3,4,1,1,5,4,10
GP,M,U,GT3,T,other,services,no,no,no,yes,yes,16,3,3,2,1,1,4,3,3,1,3,1,8,9
GP,F,U,GT3,T,services,at_home,yes,no,no,yes,yes,17,4,4,1,2,0,3,5,5,1,1,5,4,12
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,4,2,3,2,0,4,3,3,2,2,4,13,10
GP,F,R,LE3,T,other,at_home,no,yes,no,yes,yes,15,4,4,1,2,0,4,4,4,1,2,1,2,9
GP,M,U,GT3,T,at_home,at_home,yes,yes,no,yes,yes,16,3,1,1,1,0,4,3,3,1,1,1,4,10
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,17,3,1,1,3,0,4,2,3,1,3,5,4,13
GP,F,U,LE3,T,at_home,services,no,no,no,yes,yes,17,4,3,1,3,0,3,3,3,1,1,1,4,12
GP,F,U,GT3,T,other,services,yes,yes,yes,yes,yes,18,1,2,1,3,3,5,2,3,3,3,5,0,9
GP,M,U,GT3,T,at_home,other,no,no,no,yes,yes,16,3,3,1,2,0,3,3,3,1,3,1,2,10
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,no,17,3,3,2,2,0,3,3,3,1,2,3,0,15
MS,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,17,2,1,1,1,0,4,2,2,1,1,3,2,14
GP,F,U,LE3,T,at_home,other,no,yes,no,yes,yes,18,2,2,2,2,0,4,3,5,2,2,1,12,17
MS,F,R,GT3,T,at_home,other,no,no,yes,yes,yes,15,2,2,2,2,0,4,2,3,1,1,4,0,10
MS,M,U,GT3,T,at_home,teacher,yes,yes,no,yes,no,16,4,4,1,3,0,4,3,3,1,1,3,2,13
MS,M,R,GT3,T,at_home,at_home,no,no,yes,yes,no,16,2,2,2,2,0,5,3,3,2,3,5,0,15
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,15,3,3,1,2,0,4,3,5,1,1,5,2,11
MS,M,R,GT3,T,at_home,other,yes,yes,yes,yes,yes,18,2,2,1,2,0,4,2,2,1,1,2,10,7
GP,F,U,GT3,T,services,services,no,no,no,yes,yes,17,2,1,1,1,0,5,4,2,1,1,3,0,11
GP,M,U,GT3,T,at_home,services,yes,no,no,yes,yes,17,3,3,1,2,0,4,2,4,2,2,3,4,10
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,no,18,1,1,1,2,0,5,3,2,1,1,5,0,10
GP,M,R,GT3,A,at_home,at_home,yes,no,no,yes,yes,17,1,1,1,1,0,4,3,3,1,4,5,0,11
GP,M,U,GT3,T,at_home,other,no,no,yes,no,yes,15,3,3,1,2,0,4,2,3,1,1,3,0,12
GP,M,R,GT3,T,at_home,other,yes,yes,yes,yes,yes,17,1,3,1,2,0,4,3,3,1,3,5,6,10
GP,F,U,LE3,T,at_home,other,no,no,no,yes,yes,18,2,2,1,2,1,4,2,2,1,1,5,4,8
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,4,4,1,2,0,5,3,4,1,1,5,0,10
GP,F,U,LE3,T,at_home,other,no,no,yes,yes,yes,16,4,4,1,1,0,3,3,4,1,2,3,16,10
GP,F,U,GT3,T,at_home,other,no,no,yes,yes,yes,16,2,1,1,2,0,5,4,4,1,1,3,0,10
GP,F,U,GT3,T,at_home,health,yes,no,yes,yes,yes,19,1,1,2,2,0,4,3,1,1,1,5,0,12
GP,M,R,GT3,T,at_home,other,yes,no,yes,yes,yes,18,3,3,1,2,0,4,3,1,1,1,5,0,19
GP,F,U,GT3,T,at_home,at_home,yes,no,yes,yes,no,16,3,4,1,2,0,4,4,3,1,1,3,16,9
GP,F,U,GT3,T,at_home,at_home,yes,yes,yes,yes,no,15,2,2,1,3,0,4,3,3,1,1,1,2,10
GP,M,R,GT3,T,at_home,at_home,yes,no,no,yes,yes,18,3,1,1,1,0,3,2,3,1,3,5,4,0
GP,F,R,GT3,T,at_home,other,yes,no,yes,yes,yes,15,0,2,2,1,0,4,3,2,3,4,5,0,16
GP,M,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,15,4,4,1,2,0,4,3,2,1,1,2,2,16
GP,F,U,GT3,A,other,other,no,no,no,no,no,18,1,1,2,1,1,5,3,4,1,2,4,0,13
GP,F,U,GT3,T,at_home,services,yes,no,yes,yes,no,18,4,4,1,3,0,5,1,1,1,1,3,2,8
GP,M,U,GT3,T,at_home,other,no,no,no,yes,yes,17,1,3,3,2,0,4,3,2,1,1,5,0,15
GP,M,R,GT3,T,at_home,other,yes,no,no,yes,yes,17,3,4,1,3,0,4,3,4,1,2,5,3,0
GP,M,U,GT3,T,at_home,other,no,no,yes,yes,yes,15,4,2,1,2,0,4,2,2,1,1,4,0,14
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,16,4,4,1,2,0,4,3,3,1,1,5,0,14
GP,F,U,GT3,T,at_home,other,no,no,no,yes,yes,15,3,3,1,2,0,5,3,4,1,1,1,0,23
MS,F,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,17,1,2,1,2,0,5,3,3,1,2,5,4,16
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,2,1,1,2,0,4,4,3,1,1,5,0,11
GP,M,R,GT3,T,at_home,services,yes,no,no,yes,yes,16,3,3,1,1,0,3,4,4,1,1,5,4,10
GP,M,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,17,2,1,1,2,0,4,2,3,1,3,5,0,13
GP,M,U,LE3,T,at_home,other,no,no,no,yes,yes,17,2,2,1,2,1,3,1,4,1,1,3,0,14
GP,M,U,GT3,T,at_home,services,no,no,no,yes,yes,17,3,3,1,1,0,5,3,3,2,4,5,0,9
GP,F,R,LE3,T,at_home,other,yes,no,no,yes,yes,18,3,4,2,3,0,5,3,1,1,1,5,24,10
GP,M,U,GT3,T,services,services,no,no,no,yes,yes,17,4,4,1,1,0,5,3,4,1,1,5,0,11
GP,F,R,LE3,T,at_home,other,yes,yes,no,yes,yes,18,4,4,1,2,0,5,3,4,1,1,5,0,10
GP,F,U,GT3,A,at_home,other,yes,no,yes,yes,yes,17,2,2,1,2,0,4,3,3,2,4,5,0,11
GP,M,U,GT3,A,at_home,other,no,no,no,yes,no,15,2,2,1,2,0,4,4,4,1,3,5,0,0
GP,M,U,GT3,T,services,other,yes,no,yes,yes,yes,18,4,2,1,1,0,4,4,3,1,1,4,0,10
GP,M,U,GT3,T,services,other,yes,yes,no,no,no,17,4,4,1,2,0,3,3,2,1,3,5,6,12
MS,M,U,GT3,T,at_home,services,yes,yes,yes,yes,yes,15,2,1,1,1,0,4,2,2,1,4,3,14,10
